id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2014-819557,7/08/2014,1,Vente,90000,2,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0097,None,None,213,18.93,None,nan,None,None,None,None,None,None,1,2,Appartement,19,1,None,None,None,None,nan,2.643909,48.844734,000AE
2014-819447,31/07/2014,1,Vente,152000,13,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,57,53.87,None,nan,None,None,None,None,None,None,1,2,Appartement,54,2,None,None,None,None,nan,2.644406,48.844072,000AE
2014-819447,31/07/2014,1,Vente,152000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,102,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2014-819234,26/07/2014,1,Vente,174000,2,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,35,52.19,None,nan,None,None,None,None,None,None,1,2,Appartement,51,2,None,None,None,None,nan,2.644865,48.84416,000AE
2014-819565,18/07/2014,1,Vente,190000,nan,None,None,None,None,77468,Torcy,77,None,None,77468000AE0053,None,13,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,None,None,None,None,nan,2.645525,48.843698,000AE
2014-818238,27/05/2014,1,Vente,206000,4,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,26,80.4,None,nan,None,None,None,None,None,None,1,2,Appartement,83,4,None,None,None,None,nan,2.644865,48.84416,000AE
2014-818238,27/05/2014,1,Vente,206000,4,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,51,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644865,48.84416,000AE
2014-817908,5/05/2014,1,Vente,230000,11,None,ALL DU COMMANDANT CHARCOT,116,77200,77468,Torcy,77,None,None,77468000AE0015,None,None,35,80.93,None,nan,None,None,None,None,None,None,1,1,Maison,83,3,S,sols,None,None,83,2.639248,48.848453,000AE
2014-816076,27/02/2014,1,Vente,163000,13,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,60,53.43,None,nan,None,None,None,None,None,None,1,2,Appartement,54,2,None,None,None,None,nan,2.644406,48.844072,000AE
2014-816076,27/02/2014,1,Vente,163000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,83,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2014-816109,24/02/2014,1,Vente,195000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,17,82.7,None,nan,None,None,None,None,None,None,1,2,Appartement,83,4,None,None,None,None,nan,2.644128,48.846618,000AE
2014-816109,24/02/2014,1,Vente,195000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,51,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644128,48.846618,000AE
