fromage,fromageLabel,type,typeLabel
http://www.wikidata.org/entity/Q3531219,Q3531219,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q3531226,Q3531226,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q3531226,Q3531226,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3531276,Q3531276,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3531276,Q3531276,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q3531276,Q3531276,http://www.wikidata.org/entity/Q3323634,fresh cheese
http://www.wikidata.org/entity/Q3531277,Q3531277,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3531278,Q3531278,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3531278,Q3531278,http://www.wikidata.org/entity/Q3088328,pressed half-cooked cheese
http://www.wikidata.org/entity/Q3531278,Q3531278,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q3538064,Q3538064,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3538065,Q3538065,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q3538065,Q3538065,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3539063,Q3539063,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3547589,Q3547589,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3547589,Q3547589,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q3547589,Q3547589,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q3553097,Q3553097,http://www.wikidata.org/entity/Q1570052,processed cheese
http://www.wikidata.org/entity/Q3553097,Q3553097,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3553111,Q3553111,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3553111,Q3553111,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q3555471,Q3555471,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3558100,Q3558100,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3558100,Q3558100,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q3558100,Q3558100,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q3559304,Q3559304,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3562159,Q3562159,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3562159,Q3562159,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q542046,Q542046,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q542046,Q542046,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q54819850,Q54819850,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q54819850,Q54819850,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q54819850,Q54819850,http://www.wikidata.org/entity/Q3323634,fresh cheese
http://www.wikidata.org/entity/Q719217,Q719217,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q808158,Q808158,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q808158,Q808158,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q917325,Q917325,http://www.wikidata.org/entity/Q1411808,sheep's-milk cheese
http://www.wikidata.org/entity/Q917325,Q917325,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q917325,Q917325,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q3418458,Ramequin,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3418458,Ramequin,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q3418458,Ramequin,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q543805,Reblochon,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q2089007,rigotte de Condrieu,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q2089007,rigotte de Condrieu,http://www.wikidata.org/entity/Q1256296,white mold-rind cheese
http://www.wikidata.org/entity/Q2089007,rigotte de Condrieu,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q2089007,rigotte de Condrieu,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2799300,Rigotte de Sainte-Colombe,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2799300,Rigotte de Sainte-Colombe,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2688605,Rigotte d’Echalas,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2688605,Rigotte d’Echalas,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2688605,Rigotte d’Echalas,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q3088326,natural-rind soft cheese
http://www.wikidata.org/entity/Q768189,Rocamadour,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q2797509,Rochebaron,http://www.wikidata.org/entity/Q746471,blue cheese
http://www.wikidata.org/entity/Q2797509,Rochebaron,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2797509,Rochebaron,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2797509,Rochebaron,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q2587663,Rollot,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2587663,Rollot,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2587663,Rollot,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2587663,Rollot,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q2587663,Rollot,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q746471,blue cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q1411808,sheep's-milk cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q189221,Roquefort cheese,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q2413017,Roroi,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2413017,Roroi,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2413017,Roroi,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2413017,Roroi,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q2413017,Roroi,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q19833850,Rouelle du Tarn,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q19833850,Rouelle du Tarn,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q19833850,Rouelle du Tarn,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2349632,rove des garrigues,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q2349632,rove des garrigues,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2190442,Récollet,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2190442,Récollet,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q19360365,Saingorlon,http://www.wikidata.org/entity/Q746471,blue cheese
http://www.wikidata.org/entity/Q19360365,Saingorlon,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19360365,Saingorlon,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q19360365,Saingorlon,http://www.wikidata.org/entity/Q19341731,pasteurized milk cheese
http://www.wikidata.org/entity/Q1218531,Saint Albray,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q1218531,Saint Albray,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1218531,Saint Albray,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1218531,Saint Albray,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q19361394,Saint Paulin,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q19361394,Saint Paulin,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3080505,Saint-Aubin,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3080505,Saint-Aubin,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2067490,Saint-Benoît,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2067490,Saint-Benoît,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q2067490,Saint-Benoît,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q1237731,Saint-Félicien cheese,http://www.wikidata.org/entity/Q1256296,white mold-rind cheese
http://www.wikidata.org/entity/Q1237731,Saint-Félicien cheese,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q21772266,Saint-Julien,http://www.wikidata.org/entity/Q1570052,processed cheese
http://www.wikidata.org/entity/Q21772266,Saint-Julien,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q21772266,Saint-Julien,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q510126,Saint-Marcellin,http://www.wikidata.org/entity/Q1256296,white mold-rind cheese
http://www.wikidata.org/entity/Q510126,Saint-Marcellin,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q510126,Saint-Marcellin,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q510126,Saint-Marcellin,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q510126,Saint-Marcellin,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q548309,Saint-Nectaire,http://www.wikidata.org/entity/Q19341731,pasteurized milk cheese
http://www.wikidata.org/entity/Q1649867,Saint-Paulin cheese,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q1649867,Saint-Paulin cheese,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1649867,Saint-Paulin cheese,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1649867,Saint-Paulin cheese,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q3088326,natural-rind soft cheese
http://www.wikidata.org/entity/Q652628,Sainte-Maure de Touraine,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q1245627,salers,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q1245627,salers,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q1245627,salers,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1245627,salers,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1245627,salers,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2365495,sarteno,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q3088326,natural-rind soft cheese
http://www.wikidata.org/entity/Q1249172,Selles-sur-Cher cheese,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q2304082,Soumaintrain,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2304082,Soumaintrain,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2304082,Soumaintrain,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q2304082,Soumaintrain,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q2304082,Soumaintrain,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q2059353,Sérac,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2059353,Sérac,http://www.wikidata.org/entity/Q19359994,Swiss cheese
http://www.wikidata.org/entity/Q19372933,Takamaka,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q19372933,Takamaka,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1501260,The Laughing Cow,http://www.wikidata.org/entity/Q1570052,processed cheese
http://www.wikidata.org/entity/Q1501260,The Laughing Cow,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1501260,The Laughing Cow,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1501260,The Laughing Cow,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q3290568,Thollon,http://www.wikidata.org/entity/Q746471,blue cheese
http://www.wikidata.org/entity/Q3290568,Thollon,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3290568,Thollon,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q3290568,Thollon,http://www.wikidata.org/entity/Q3088328,pressed half-cooked cheese
http://www.wikidata.org/entity/Q19361404,Ti frais des Hauts,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19361404,Ti frais des Hauts,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q19361404,Ti frais des Hauts,http://www.wikidata.org/entity/Q3323634,fresh cheese
http://www.wikidata.org/entity/Q19361404,Ti frais des Hauts,http://www.wikidata.org/entity/Q19341731,pasteurized milk cheese
http://www.wikidata.org/entity/Q19396383,Timanoix,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19396383,Timanoix,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q19396383,Timanoix,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q19396383,Timanoix,http://www.wikidata.org/entity/Q19341731,pasteurized milk cheese
http://www.wikidata.org/entity/Q19360984,tome bleue,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q19360984,tome bleue,http://www.wikidata.org/entity/Q746471,blue cheese
http://www.wikidata.org/entity/Q19360984,tome bleue,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q524966,tome des Bauges,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q22442794,tome des Monts d'Arrée,http://www.wikidata.org/entity/Q1412674,pressed cheese
http://www.wikidata.org/entity/Q22442794,tome des Monts d'Arrée,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q22442794,tome des Monts d'Arrée,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q22442794,tome des Monts d'Arrée,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2164539,tomme,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19375196,Tomme de chambrille,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q19375196,Tomme de chambrille,http://www.wikidata.org/entity/Q1256296,white mold-rind cheese
http://www.wikidata.org/entity/Q19375196,Tomme de chambrille,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19403756,Tomme de chèvre de l'Île de Ré,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q19403756,Tomme de chèvre de l'Île de Ré,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q19403756,Tomme de chèvre de l'Île de Ré,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2516868,Tomme de Montagne,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q2516868,Tomme de Montagne,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2516868,Tomme de Montagne,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q23072776,tomme de Rilhac,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q23072776,tomme de Rilhac,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q23072776,tomme de Rilhac,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q5493246,Tomme de Romans,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q5493246,Tomme de Romans,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q5493246,Tomme de Romans,http://www.wikidata.org/entity/Q3088326,natural-rind soft cheese
http://www.wikidata.org/entity/Q1247472,Tomme de Savoie,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q1247472,Tomme de Savoie,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1247472,Tomme de Savoie,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1227853,Tomme des Pyrénées,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q1227853,Tomme des Pyrénées,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1227853,Tomme des Pyrénées,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1227853,Tomme des Pyrénées,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q1227853,Tomme des Pyrénées,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q22442810,tomme du Nevet,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q22442810,tomme du Nevet,http://www.wikidata.org/entity/Q2213488,pressed uncooked cheese
http://www.wikidata.org/entity/Q22442810,tomme du Nevet,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q22442810,tomme du Nevet,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q2207625,Tommette de Domessin,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2207625,Tommette de Domessin,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q3260452,Tournon-saint-pierre,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q3260452,Tournon-saint-pierre,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3260452,Tournon-saint-pierre,http://www.wikidata.org/entity/Q3088326,natural-rind soft cheese
http://www.wikidata.org/entity/Q3260452,Tournon-saint-pierre,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q1242617,Tourrée de l'Aubier,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q1242617,Tourrée de l'Aubier,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q1242617,Tourrée de l'Aubier,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q1242617,Tourrée de l'Aubier,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q19396369,Trappe de Timadeuc,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q19396369,Trappe de Timadeuc,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q19396369,Trappe de Timadeuc,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q19396369,Trappe de Timadeuc,http://www.wikidata.org/entity/Q19341731,pasteurized milk cheese
http://www.wikidata.org/entity/Q3227871,Trou du Cru,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q3227871,Trou du Cru,http://www.wikidata.org/entity/Q3088323,industrial cheese
http://www.wikidata.org/entity/Q22442797,Ty Pavez,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q22442797,Ty Pavez,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q22442797,Ty Pavez,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q22442797,Ty Pavez,http://www.wikidata.org/entity/Q3088328,pressed half-cooked cheese
http://www.wikidata.org/entity/Q687579,Tête de Moine,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q687579,Tête de Moine,http://www.wikidata.org/entity/Q3088318,farmstead cheese
http://www.wikidata.org/entity/Q687579,Tête de Moine,http://www.wikidata.org/entity/Q3088328,pressed half-cooked cheese
http://www.wikidata.org/entity/Q687579,Tête de Moine,http://www.wikidata.org/entity/Q16637313,dairy cheese
http://www.wikidata.org/entity/Q687579,Tête de Moine,http://www.wikidata.org/entity/Q19359994,Swiss cheese
http://www.wikidata.org/entity/Q2456295,Urt,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q2456295,Urt,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,http://www.wikidata.org/entity/Q1531597,raw milk cheese
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,http://www.wikidata.org/entity/Q2223649,French cheese
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,http://www.wikidata.org/entity/Q3088299,cow's-milk cheese
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,http://www.wikidata.org/entity/Q3774485,washed-rind cheese
http://www.wikidata.org/entity/Q662125,Vacherin Mont-d'Or,http://www.wikidata.org/entity/Q19359994,Swiss cheese
http://www.wikidata.org/entity/Q659277,Valençay,http://www.wikidata.org/entity/Q198815,goat cheese
http://www.wikidata.org/entity/Q659277,Valençay,http://www.wikidata.org/entity/Q1256296,white mold-rind cheese
